ID	NAME
m00806	3-hydroxyundecanoyl-CoA
m00555	1-phosphatidyl-myo-inositol-3,5-bisphosphate
m02403	L-lactate
m01174	7,12-dimethylbenz[a]anthracene
m00486	1-acylglycerol-3P-LD-PE pool
m00412	17beta-estradiol-3,4-quinone
m01506	cholesterol-ester-penta
m01171	6-trans-12-epi-LTB4
m00843	3-oxo-13-cis-eicosenoyl-CoA
m00330	12-oxo-20-dihydroxy-LTB4
m01391	beta-GalNAc-globoside
m02466	mesaconyl-CoA
m00622	25-hydroxyvitamin D3-26,23-lactone
m02924	spermine dialdehyde
m03093	type II A antigen
m02660	orotidine-5-phosphate
m01133	5-pp-inspP5
m02146	hydroiodic acid
m00872	3-oxoeicosanoyl-CoA
m00146	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)
m01738	dopamine-O-quinone
m02967	testosterone glucuronide
m01271	acyl-CoA-LD-PC pool
m02676	palmitoleoyl-carnitine
m02015	GM3
m00048	(2E)-heptenoyl-CoA
m00211	[protein]-N6,N6,N6-trimethyl-L-lysine
m00712	3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA
m03160	GM4
m01408	bufotenine
m01721	DNA
m01285	ADP
m01757	D-xylonolactone
m01191	7-hexadecenoyl-CoA
m01062	5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid
m02351	L-cysteinyl-tRNA(cys)
m02025	GQ1c
m02023	GQ1b
m01622	crotonyl-CoA
m02016	GMP
m01251	acetanilide
m00717	3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA
m00079	(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA
m00202	[protein]-L-isoaspartate
m01322	alpha-D-galactose-1-phosphate
m02467	metformin
m03060	tRNA containing 6-isopentenyladenosine
m00140	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m01510	cholesterol-ester-tridec
m02437	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)
m01032	4-oxoretinol
m00484	1-acylglycerol-3P-laur
m00489	1-acylglycerol-3P-LD-SM pool
m01280	adenosine
m01113	5-methoxytryptophol
m02445	maltodecaose
m02110	hexacosanoyl-CoA
m02611	nonadecanoylcarnitine
m02788	prostaglandin F1alpha
m00497	1-acylglycerol-3P-palmn
m00294	11-deoxycorticosterone
m02070	heparan sulfate, degradation product 23
m02069	heparan sulfate, degradation product 22
m02068	heparan sulfate, degradation product 21
m00944	4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene
m02595	nLc7Cer
m02072	heparan sulfate, degradation product 25
m02071	heparan sulfate, degradation product 24
m01289	ADP-ribose-2-phosphate
m00604	21-hydroxyallopregnanolone
m00284	11beta-hydroxyandrost-4-ene-3,17-dione
m01621	creatinine
m00907	3-oxotricosanoyl-CoA
m02333	lactose-6-phosphate
m01080	5beta-cholestan-3alpha,7alpha,24(S)-triol
m02278	keratan sulfate I
m02516	n5m2masn
m02181	isobutyrylglycine
m00623	26-hydroxycholesterol
m01478	cholesterol-ester-7-octade
m03061	tRNA containing N2-methylguanine
m01826	ferrocytochrome C
m01195	7-hydroxymethyl-12-methylbenz[a]anthracene sulfate
m01720	DNA containing guanine
m00417	17-hydroxy-E4-neuroprostane
m02459	melatonin radical
m01114	5-methyltetrahydropteroyltri-L-glutamate
m00940	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol
m01207	8,11-eicosadienoic acid
m01179	7alpha,25-dihydroxy-4-cholesten-3-one
m00226	1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol
m03006	trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA
m01414	caffeate
m01402	biotinyl-5-AMP
m02814	pyridoxal-phosphate
m02315	kinetensin 1-7
m01405	bromobenzene-2,3-oxide
m02844	ribose-1-phosphate
m02629	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine
m00638	2-carboxy-2,3-dihydro-5,6-dihydroxyindole
m00467	1-acylglycerol-3P-9,12,15,18-tetraco
m02929	sphingosine
m00924	4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate
m00915	3-phosphopolynucleotide
m02841	ribitol
m02527	N-acetylglucosamine
m01829	fn2m2masn
m02510	n2m2nmasn
m01484	cholesterol-ester-9-eicose
m00508	1-acylglycerol-LD-SM pool
m01384	beta-carboline
m02959	TAG-VLDL pool
m02958	TAG-LD pool
m01370	aspartate
m01631	cytochrome-C
m01127	5-oxoproline
m02828	reduced ferredoxin
m00950	4,8-dimethylnonanoylcarnitine
m02133	homocysteine
m02593	nLc5Cer
m00556	1-piperideine-6-carboxylate
m01503	cholesterol-ester-ol
m00736	3,5-diiodo-L-thyronine
m00575	2,5-diaminopyrimidine nucleoside triphosphate
m01481	cholesterol-ester-8,11-eico
m02914	sn-glycerol-3-phosphate
m00851	3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate
m02631	O2-
m01063	5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate
m01919	gal-glcnac-gal-globoside
m02988	thiol
m00683	3-(acyloxy)acyl group of bacterial toxin
m00710	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA
m02747	phytanoyl-CoA
m00037	(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA
m02545	N-acetyl-O-acetylneuraminate
m03052	triiodothyronine
m01011	4-methoxy-17beta-estradiol
m00264	10,13,16-docosatrienoyl-CoA
m00866	3-oxodocosanoyl-CoA
m00003	(10Z)-heptadecenoic acid
m02327	L-4-hydroxyglutamate semialdehyde
m00120	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine
m00579	20alpha,22beta dihydroxycholesterol
m00760	3-amino-propanal
m00347	13-carboxy-gamma-tocotrienol
m01253	acetoacetate
m01568	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))
m01111	5-L-gamma-glutamyl
m01223	9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate
m02338	L-arabitol
m00450	1-acylglycerol-3P-4,7,10,13,16,19-doco
m01386	beta-casomorphin (1-6)
m00257	10,11-dihydro-LTB4
m00278	11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate
m00091	(4Z,7Z,10Z)-hexadecatrienoyl-CoA
m03107	UDP-galactose
m02723	phenylacetylglycine
m00705	3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA
m00065	(2E)-tetradecenoyl-[ACP]
m02455	mannose-6-phosphate
m01590	CMP
m02213	keratan sulfate I biosynthesis, precursor 20
m02214	keratan sulfate I biosynthesis, precursor 21
m02215	keratan sulfate I biosynthesis, precursor 22
m02216	keratan sulfate I biosynthesis, precursor 23
m02217	keratan sulfate I biosynthesis, precursor 24
m02041	H2O2
m00888	3-oxononanoyl-[ACP]
m02220	keratan sulfate I biosynthesis, precursor 27
m02221	keratan sulfate I biosynthesis, precursor 28
m02222	keratan sulfate I biosynthesis, precursor 29
m00008	(11Z,14Z)-eicosadienoic acid
m00458	1-acylglycerol-3P-6,9-octa
m02456	margaric acid
m02636	ocosatetraenoylcarnitine
m00305	12(13)-EpOME
m00299	11-hydroperoxy-H4-neuroprostane
m01716	D-lactate
m02945	sucrose
m02103	heptadecenoylcarnitine(8)
m02736	phosphatidylinositol-4,5-bisphosphate
m00588	20-dihydroxy-LTB4
m01913	galactosylglycerol
m01246	9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate
m01731	dolichyl-D-glucosyl-phosphate
m00539	1-naphthylamine
m00576	2,5-dihydroxybenzoate
m00288	11-carboxy-gamma-chromanol
m02458	eumelanin
m02757	PPARA
m01585	cis-vaccenic acid
m03042	trichloroethanol glucuronide
m00985	4-hydroxy-1-(3-pyridinyl)-1-butanone
m01081	5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one
m02491	monosialylgalactosylgloboside
m00300	11-hydroxy-D4-neuroprostane
m02840	rhodopsin
m00786	3-hydroxykynurenamine
m00244	1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene
m01724	docosanoylcarnitine
m01324	alpha-GalNAc-globoside
m01387	beta-casomorphin
m01751	dTDP-glucose
m02874	salsoline-1-carboxylate
m02486	mitooxidized thioredoxin
m02362	leukotriene A4
m02363	leukotriene A5
m00748	3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA
m01052	5,6-Dihydrouracil
m02623	N-pantothenoylcysteine
m01904	GA1
m00546	1-nitronaphthalene-5,6-oxide
m02171	inositol
m00118	(7Z)-tetradecenoyl-CoA
m00427	18-hydroxy-all-trans-retinoate
m02180	isobutyryl-CoA
m00543	1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene
m03068	tRNA(gln)
m03137	VI2Fuc-nLc6
m03030	trans-2-cis,cis-5,8-tetradecatrienoyl-CoA
m00801	3-hydroxy-THA-CoA
m00418	17-peroxy-docosahexaenoate
m02693	pentanoyl-[ACP]
m01601	cocaine
m00764	3beta-hydroxy-5-cholestene-27-oate
m00938	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol
m02983	thiamin-P
m01098	5-deoxyadenosine
m03149	xanthosine
m02915	somatostatin fragment 3-14
m00007	(11Z)-eicosenoyl-CoA
m01513	choline
m00534	1-lyso-2-arachidonoyl-phosphatidate
m00324	12-hydroxy-arachidonate
m02638	octadecenoylcarnitine(11)
m02503	N1-acetylspermidine
m02178	iso-A2E(9,13-di-cis)
m00619	25-hydroxycholesterol
m01846	fructoseglycine
m00242	1,2-dibromoethane
m01699	dihydroceramide pool
m00492	1-acylglycerol-3P-linolen
m00223	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine
m01245	9-O-acetylated-GT3
m00728	3,4-dihydroxyphenylacetaldehyde
m02703	peptide-L-methionine-(S)-S-oxide
m02621	norlaudanosoline
m00338	13,14-dihydro-15-keto-PGD2
m00605	21-hydroxypregnenolone
m01519	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1
m02490	monofucosyllactoisooctaosylceramide
m01746	D-tagatose-6-phosphate
m01338	androsterone
m01522	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4
m02175	iodine
m01178	7alpha,12alpha-dihydroxycholest-4-en-3-one
m00517	1-alkyldihydroxyacetone-phosphate
m02870	S-adenosylmethioninamine
m03074	tRNA(lys)
m03031	trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA
m03125	uroporphyrin I
m00234	1,2-diacylglycerol-chylomicron pool
m02525	N-acetylgalactosamine
m01208	8,9-DHET
m02352	LDL remnant
m03110	UDP-N-acetyl-D-galactosamine
m00964	4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol
m01150	6,7-dihydro-12-epi-LTB4
m02039	H+
m02941	stearoyl-CoA
m02006	glycyl-tRNA(gly)
m03014	trans,cis-2,13-eicosadienoyl-CoA
m00251	1,4-naphthoquinone
m03046	tricosanoylcarnitine
m00080	(2S,6R,10R)-trimethyl-hendecanoyl-CoA
m01542	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2
m03106	UDP
m03147	VLDL
m00923	3-ureidopropionate
m02127	histone-L-lysine
m00160	(R)-3-hydroxydecanoyl-[ACP]
m01446	cholest-5-ene-3beta,7alpha,24(S)-triol
m00538	1-naphthol
m00289	11-carboxy-gamma-tocotrienol
m02551	N-acetyl-seryl-aspartyl-lysyl-proline
m02944	succinyl-CoA
m00214	[protein]-N-ubiquityllysine
m02934	S-succinyldihydrolipoamide
m02231	keratan sulfate I biosynthesis, precursor 4
m00692	3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate
m02792	prostaglandin G2
m02791	prostaglandin G1
m01943	GD1b
m01945	GD1c
m01183	7alpha-hydroxycholesterol
m01941	GD1a
m02122	hexanoyl-CoA
m01124	5-oxo-6-trans-LTB4
m00447	1-acylglycerol-3P-13-eicose
m00355	13-hydroperoxy-H4-neuroprostane
m02838	retinyl-ester
m01159	6-deoxy-L-galactose
m00483	1-acylglycerol-3P-hexecose
m00505	1-acylglycerol-LD-PE pool
m00277	11,12-DHET
m00684	3-(methylthio)propionic acid
m00058	(2E)-octenoyl-[ACP]
m02811	putreanine
m00729	3,4-dihydroxyphenylacetate
m00191	[myosin light chain]-phosphate
m00777	3-hydroxyeicosanoyl-CoA
m03071	tRNA(his)
m02136	homoserine
m00043	(2E)-eicosenoyl-CoA
m01013	4-methyl-2-oxopentanoate
m01787	estradiol-17beta
m00617	25(S)DHCA-CoA
m02846	ribulose-5-phosphate
m01425	CDP-choline
m01198	7-peroxy-docosahexaenoate
m00965	4alpha-hydroxytetrahydrobiopterin
m02589	nitrogen
m02867	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine
m01163	6-hydroxypaclitaxel
m01457	cholesterol-ester-11-docose
m01254	acetoacetyl-[ACP]
m00673	2-phenylacetamide
m00540	1-nitro-5,6-dihydroxy-dihydronaphthalene
m02470	methanol
m00627	2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate
m00862	3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA
m00416	17-hydroxy-D4-neuroprostane
m00518	1-alpha,24R,25-trihydroxyvitamin D2
m01799	etiocholan-3alpha-ol-17-one 3-glucuronide
m02817	pyridoxine
m00131	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA
m00529	1D-myo-inositol-3-phosphate
m00775	3-hydroxyanthranilate
m00959	4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol
m02783	prostaglandin D2
m00939	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol
m01579	cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA
m01390	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
m01290	adrenaline
m00129	(9E)-tetradecenoyl-CoA
m02475	methylglyoxal
m00390	15H-11,12-EETA
m01196	7-hydroxymethyl-12-methylbenz[a]anthracene
m00657	2-methoxy-6-(all-trans-decaprenyl)phenol
m00899	3-oxopentanoyl-CoA
m01701	dihydrolipoamide
m02082	heparan sulfate, precursor 10
m02083	heparan sulfate, precursor 11
m02084	heparan sulfate, precursor 12
m02085	heparan sulfate, precursor 13
m02086	heparan sulfate, precursor 14
m02087	heparan sulfate, precursor 15
m02030	GT1b
m02031	GT1c
m02028	GT1a
m02859	S-(9-deoxy-delta12-PGD2)-glutathione
m00240	1,2-diacylglycerol-LD-TAG pool
m01719	DNA containing 6-O-methylguanine
m00551	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate
m00864	3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA
m01564	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3
m02147	hydroxide
m02766	pristanic acid
m00844	3-oxo-4(R),8-dimethyl-nonanoyl-CoA
m01419	cAMP
m02812	putrescine
m00255	10,11-dihydro-20-dihydroxy-LTB4
m00042	(2E)-dodecenoyl-CoA
m01239	9-HETE
m00099	(5Z)-dodecenoyl-CoA
m00818	3-methoxy-4-hydroxyphenylacetaldehyde
m03152	xanthurenate-8-O-beta-D-glucoside
m00690	3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA
m01710	diphospho-myo-inositol-polyphosphate
m00782	3-hydroxyheptanoyl-CoA
m00357	13-hydroxy-alpha-tocotrienol
m00942	4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol
m00768	3-dehydro-L-gulonate
m00402	16-glucuronide-estriol
m02748	phytoceramide pool
m00466	1-acylglycerol-3P-9,12,15,18,21-tetra
m01853	fucfucfucgalacglcgal14acglcgalgluside heparan sulfate
m01233	9-cis-retinoyl-beta-D-glucuronide
m02756	porphobilinogen
m01858	fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate
m01792	estrone-2,3-semiquinone
m02200	K+
m01064	5alpha-androstane-3,17-dione
m01106	5-hydroxykynurenine
m00434	19-oxo-testosterone
m00189	[methionine synthase]-methylcob(I)alamin
m00909	3-oxotridecanoyl-CoA
m02227	keratan sulfate I biosynthesis, precursor 33
m00560	1-radyl-2-acyl-sn-glycero-3-phosphocholine
m01584	cis-gondoic acid
m02224	keratan sulfate I biosynthesis, precursor 30
m02230	keratan sulfate I biosynthesis, precursor 36
m02229	keratan sulfate I biosynthesis, precursor 35
m02228	keratan sulfate I biosynthesis, precursor 34
m03000	Tn-antigen
m00960	4alpha-formyl-5alpha-cholesta-8-en-3beta-ol
m00117	(7Z)-tetradecenoic acid
m02954	TAG epoxide
m02283	keratan sulfate II (core 2-linked), degradation product 5
m00740	3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA
m02684	PC-LD pool
m01789	estrone 3-sulfate
m00101	(5Z,8Z,11Z)-eicosatrienoyl-CoA
m01786	estradiol-17beta 3-glucuronide
m01809	fatty acid-LD-PE pool
m02753	plasminogen
m00632	2-aminoethylphosphonate
m02772	propanoate
m02313	keratan sulfate II biosynthesis, precursor 9
m02474	methylarsonate
m00208	[protein]-N6-(dihydrolipoyl)lysine
m03140	vitamin D derivatives
m02312	keratan sulfate II biosynthesis, precursor 8
m00178	(S)-3-hydroxytetradecanoyl-CoA
m03133	V3Fuc-nLc6Cer
m02536	N-acetyl-L-glutamate
m01671	deoxyinosine
m01417	calcitriol
m01371	ATP
m00335	12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate
m02521	N-acetyl-beta-D-glucosaminylamine
m03139	vitamin A derivatives
m02574	N-formimino-L-glutamate
m02993	threonine
m03028	trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA
m03161	glycogen
m02541	N-acetylmuramate
m01827	fibrinogen
m01388	beta-D-glucose
m00009	(11Z,14Z)-eicosadienoyl-CoA
m00307	12(S)-HETE
m00765	3-carboxy-1-hydroxypropyl-ThPP
m01221	9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate
m00304	11-trans-LTE4
m01415	calcidiol
m02559	N-carbamoyl-L-aspartate
m02626	N-substituted aminoacyl tRNA
m02309	keratan sulfate II biosynthesis, precursor 5
m02850	S-(1,2-dichlorovinyl)glutathione
m01604	coproporphyrin III
m02167	IMP
m01831	formaldehyde
m01262	acgalfuc12gal14acglcgalgluside heparan sulfate
m02011	GM2
m02737	phospho-[beta adrenergic receptor]
m00351	13-cis-retinol
m02008	GM1
m00536	1-methylnicotinamide
m01819	fatty acid-uptake pool
m02641	octanoate radical
m01323	alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
m03092	type I H glycolipid
m00441	1-acylglycerol-3P-11-docose
m01926	gamma-glutamyl-beta-cyanoalanine
m01857	fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate
m01172	6-trans-LTB4
temp005	arachidonate derivatives
m02805	provitamin D3
m02763	pregnenolone
m00410	17beta-estradiol-2,3-quinone
m00620	25-hydroxyvitamin D2
m00303	11-peroxy-docosahexaenoate
m02596	nLc8Cer
m01614	corticosterone
m00726	3,4-dihydroxymandelaldehyde
m01740	D-ornithine
m01066	5alpha-cholesta-7,24-dien-3beta-ol
m00175	(S)-3-hydroxyhexadecanoyl-CoA
m01040	5(S)-HETE
m00824	3-methyl-2-oxobutyrate
m00646	2-hydroxy-3-oxopropanoate
m02790	prostaglandin F2beta
m00116	(7Z)-octadecenoyl-CoA
m02115	hexadecanoyl-[ACP]
m02519	Na+
m00445	1-acylglycerol-3P-13,16-docosa
m00405	17alpha,20alpha-dihydroxycholesterol
m00549	1-organyl-2-lyso-sn-glycero-3-phosphocholine
m01847	fructoseglycine-ketone-3-phosphate
m03127	uroporphyrinogen I
m03003	trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA
m02117	hexadecenoylcarnitine(9)
m00172	(S)-3-hydroxy-7-hexadecenoyl-CoA
m01860	fuc-Lc4Cer
m01321	alpha-CEHC-glucuronide
m02750	PI pool
m01949	GDP-4-dehydro-6-deoxy-D-mannose
m02380	L-histidyl-tRNA(his)
m02646	oleate
m03056	trioxilin B3
m01258	acetyl-[ACP]
m02738	phosphocholine
m00270	10-HETE
m00004	(10Z)-heptadecenoyl-CoA
m01181	7alpha-hydroxy-5beta-cholestan-3-one
m00155	(indol-3-yl)acetamide
m02624	N-retinylidene-N-retinylethanolamine
m00249	1,4-benzothiazine-O-quinonimine
m02683	paragloboside
m02668	oxytocin 1-8
m01135	5-S-glutathionyl-adrenochrome hydroquinone
m00790	3-hydroxynonadecanoyl-CoA
m02353	LDL
m01820	fatty acid-VLDL pool
m02017	GO3P
m00267	10-formyl-THF-glu(5)
m01140	5-S-glutathionyl-noradrenochrome hydroquinone
m00821	3-methoxytyramine
m01509	cholesterol-ester-trico
m00371	14-hydroxytetradecanoic acid
m01012	4-methoxyestrone
m01635	D-3-hydroxyhexanoyl-[ACP]
m00077	(2R,6S,10S)-pristanate
m00687	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate
m00603	21-deoxycortisol
m02651	omega-COOH-tetranor-LTE3
m02004	glycoursodeoxycholate
m01437	chitin
m02598	nm4masn
m02396	lipoxin B4
m03099	tyramine
m01340	anhydroretinol
m00629	2-amino-3-carboxymuconate semialdehyde
m01803	FADH2
m00522	1D-myo-inositol-1,3,4,5-tetrakisphosphate
m00520	1-deoxy-1-(N6-lysino)-D-fructose
m01151	6,7-dihydro-5-oxo-12-epi-LTB4
m01682	D-glucitol
m01168	6-oxo-prostaglandin F1alpha
m03100	tyramine-O-sulfate
m02807	pseudouridine-5-phosphate
m00158	(R)-3-hydroxybutanoyl-[ACP]
m00759	3alpha-hydroxy-5alpha-pregnan-20-one
m00650	2-hydroxyestrone
m02677	palmitoleoyl-CoA
m00813	3-ketopristanoyl-CoA
m01343	antichymotrypsin
m00871	3-oxo-eicosadienoyl-CoA
m01704	dihydroneopterin
m02616	nonanoyl-CoA
m00061	(2E)-pentadecenoyl-CoA
m03169	insulin-(SS)
m03150	xanthosine-5-phosphate
m00023	(13Z,16Z)-docosadienoyl-CoA
m01374	benzo[a]pyrene
m00230	1,2,3,4-tetrahydro-beta-carboline
m02304	keratan sulfate II biosynthesis, precursor 1
m02307	keratan sulfate II biosynthesis, precursor 3
m02306	keratan sulfate II biosynthesis, precursor 2
m01230	9-cis-retinal
m02308	keratan sulfate II biosynthesis, precursor 4
m02311	keratan sulfate II biosynthesis, precursor 7
m02310	keratan sulfate II biosynthesis, precursor 6
m01762	dynorphin A-(1-5)
m00157	(R)-3-hydroxybutanoate
m02095	heparan sulfate, precursor 9
m00931	4-(nitrosoamino)-1-(3-pyridinyl)-1-butanone
m02808	PS-LD pool
m01646	deamido-NAD
m01544	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1
m01546	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3
m01545	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2
m01548	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5
m01547	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4
m02387	linoleate
m01549	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6
m01284	adenylylselenate
m01176	7,8-epoxy-(4Z,10Z)-hexadecadienoic acid
m01677	dextrin(n-1)
m00110	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA
m01917	galgalgalthcrm heparan sulfate
m03076	tRNA(phe)
m01723	docosahexaenoylcarnitine
m00608	23s,25-dihydroxyvitamin D3
m00216	[protein]-S-methyl-L-cysteine
m02094	heparan sulfate, precursor 8
m02081	heparan sulfate, precursor 1
m03032	trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene
m01615	cortisol
m02088	heparan sulfate, precursor 2
m02089	heparan sulfate, precursor 3
m00758	3alpha,7alpha-dihydroxy-5beta-cholestanate
m02092	heparan sulfate, precursor 6
m01067	5alpha-cholesta-8,24-dien-3-one
m02090	heparan sulfate, precursor 4
m02091	heparan sulfate, precursor 5
m02733	phosphatidate-LD-TAG pool
m02989	thiopurine
m02594	nLc6Cer
m00478	1-acylglycerol-3P-eico
m00829	3-monoiodo-L-thyronine-4-O-sulfate
m01351	apoB100
m00266	10-formyl-THF
m00890	3-oxooctadecanoyl-CoA
m01718	D-myo-inositol-1,4,5-trisphosphate
m02165	imidazole-4-acetaldehyde
m00050	(2E)-hexadecenoyl-[ACP]
m02425	L-xylulose
m00834	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA
m01553	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5
m01552	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4
m01551	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3
m02953	tachysterol 3
m00103	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA
m02509	n2m2nm
m02348	L-carnitine
m00006	(11Z)-docosenoyl-CoA
m02818	pyridoxine-phosphate
m02833	retinoate
m02696	PEP
m00422	18-COOH-(15E)-dinor-LTE4-CoA
m03026	trans,trans,cis-geranyl-geranyl-pp
m00322	12-hydroperoxyeicosatetraenoate-glyceryl-ester
m01976	glutamyl-5-phosphate
m00479	1-acylglycerol-3P-gamma-lin
m02648	omega-3-arachidonic acid
m01379	benzo[a]pyrene-9,10-oxide
m02882	se-adenosylselenomethionine
m00968	4alpha-methylzymosterol
m02643	octanoyl-[ACP]
m01232	9-cis-retinol
m01044	5,10-methenyl-THF
m00816	3-mercaptolactate-cysteine-disulfide
m02567	neuromedin B(4-10)
m00411	17beta-estradiol-2,3-semiquinone
m00487	1-acylglycerol-3P-LD-PI pool
m00104	(6Z,9Z)-octadecadienoic acid
m00075	(2R)-pristanoyl-CoA
m01593	CMP-neuNGc
m03004	trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA
m00365	14,15-DiHETE
m00637	2-bromophenol
m00570	2,3-cyclic-UMP
m02798	prostaglandin-PGE2-1-glyceryl ester
m02067	heparan sulfate, degradation product 20
m01964	glucosaminyl-acylphosphatidylinositol
m00423	18-COOH-(16E)-dinor-LTE5-CoA
m02827	reduced adrenal ferredoxin
m00010	(11Z,14Z,17Z)-eicosatrienoic acid
m01078	5beta-cholestan-3alpha,7alpha,12alpha-triol
m01998	glycolate
m03162	5,6-dihydroxyindole
m01244	9-O-acetylated-GD3
m00577	2,6-dimethylheptanoyl-carnitine
m01596	CO2
m01958	globo-H
m01933	gamma-linolenoylcarnitine
m02485	mitoApo-[ACP]
m01951	GDP-mannose
m02743	phosphorhodopsin
m02960	T-antigen
m00364	14,15-DHET
m01325	alpha-hydroxyisocaproic acid
m00068	(2E)-tridecenoyl-[ACP]
m02852	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione
m00503	1-acylglycerol-chylomicron pool
m00963	4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol
m01193	7-hydroxy-D4-neuroprostane
m00085	(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA
m02518	N8-acetylspermidine
m01305	AIR
m02725	phenylpyruvate
m00678	2-trans-4-cis-decadienoyl-CoA
m01430	ceramide pool
m00853	3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA
m01498	cholesterol-ester-laur
m02528	N-acetylglucosamine-1-phosphate
m03105	ubiquitin
m02640	octadecenoylcarnitine(7)
m00751	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al
m01075	5-androstene-3,17-dione
m02575	N-formyl-GAR
m02600	N-methylethanolamine-phosphate
